Cod_UF;UF;Ano;Tipo de floresta;Tipo de produto florestal;Produto florestal (com código);Grupo;Uso;Parte da planta;Espécie;Quantidade;Unidade de medida PEVS;Valor da produção (mil R$) (nominal) ;Fator de correção IPCA;Valor corrigido (mil R$) (real - IPCA 2023);Preço médio (R$/t) (nominal);Preço médio corrigido (R$/t) (real - IPCA 2023)
31;Minas Gerais;1995;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;3829;Metros cúbicos;;5,563116526;;0,00;0,00
31;Minas Gerais;1996;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;360;Metros cúbicos;;4,966056206;;0,00;0,00
31;Minas Gerais;1997;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;296;Metros cúbicos;;4,710526685;;0,00;0,00
31;Minas Gerais;1998;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;317;Metros cúbicos;;4,615840291;;0,00;0,00
31;Minas Gerais;1999;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;360;Metros cúbicos;;4,293959328;;0,00;0,00
31;Minas Gerais;2000;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;821;Metros cúbicos;;4,026194958;;0,00;0,00
31;Minas Gerais;2001;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;2859;Metros cúbicos;;3,756061826;;0,00;0,00
31;Minas Gerais;2002;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;167;Metros cúbicos;;3,463558264;;0,00;0,00
31;Minas Gerais;2003;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;79;Metros cúbicos;;3,03864389;;0,00;0,00
31;Minas Gerais;2004;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;2579;Metros cúbicos;;2,843461732;;0,00;0,00
31;Minas Gerais;2005;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;202;Metros cúbicos;;2,673339993;;0,00;0,00
31;Minas Gerais;2006;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;226;Metros cúbicos;;2,58881797;;0,00;0,00
31;Minas Gerais;2007;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;289;Metros cúbicos;;2,48649349;;0,00;0,00
31;Minas Gerais;2008;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;71;Metros cúbicos;;2,336720672;;0,00;0,00
31;Minas Gerais;2009;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;57;Metros cúbicos;;2,243257776;;0,00;0,00
31;Minas Gerais;2010;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;109;Metros cúbicos;;2,132474426;;0,00;0,00
31;Minas Gerais;2011;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;5;Metros cúbicos;;1,993523839;;0,00;0,00
31;Minas Gerais;2012;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;6;Metros cúbicos;;1,890495089;;0,00;0,00
31;Minas Gerais;2013;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;85;Metros cúbicos;;1,786224503;;0,00;0,00
31;Minas Gerais;2005;Floresta Natural;PFNM;10.1 - Angico (casca);10 - Tanantes;Tanantes;Casca;Angico;2;Toneladas;0,00 ;2,673339993;0,00 ;0,00;0,00
31;Minas Gerais;2006;Floresta Natural;PFNM;10.1 - Angico (casca);10 - Tanantes;Tanantes;Casca;Angico;2;Toneladas;0,00 ;2,58881797;0,00 ;0,00;0,00
31;Minas Gerais;2007;Floresta Natural;PFNM;10.1 - Angico (casca);10 - Tanantes;Tanantes;Casca;Angico;2;Toneladas;0,00 ;2,48649349;0,00 ;0,00;0,00
31;Minas Gerais;2008;Floresta Natural;PFNM;10.1 - Angico (casca);10 - Tanantes;Tanantes;Casca;Angico;2;Toneladas;0,00 ;2,336720672;0,00 ;0,00;0,00
31;Minas Gerais;1995;Floresta Natural;PFNM;10.2 - Barbatimão (casca);10 - Tanantes;Tanantes;Casca;Barbatimão;3;Toneladas;0,00 ;5,563116526;0,00 ;0,00;0,00
31;Minas Gerais;1996;Floresta Natural;PFNM;10.2 - Barbatimão (casca);10 - Tanantes;Tanantes;Casca;Barbatimão;2;Toneladas;0,00 ;4,966056206;0,00 ;0,00;0,00
31;Minas Gerais;1997;Floresta Natural;PFNM;10.2 - Barbatimão (casca);10 - Tanantes;Tanantes;Casca;Barbatimão;2;Toneladas;0,00 ;4,710526685;0,00 ;0,00;0,00
31;Minas Gerais;1998;Floresta Natural;PFNM;10.2 - Barbatimão (casca);10 - Tanantes;Tanantes;Casca;Barbatimão;2;Toneladas;0,00 ;4,615840291;0,00 ;0,00;0,00
31;Minas Gerais;1999;Floresta Natural;PFNM;10.2 - Barbatimão (casca);10 - Tanantes;Tanantes;Casca;Barbatimão;2;Toneladas;0,00 ;4,293959328;0,00 ;0,00;0,00
31;Minas Gerais;2000;Floresta Natural;PFNM;10.2 - Barbatimão (casca);10 - Tanantes;Tanantes;Casca;Barbatimão;2;Toneladas;0,00 ;4,026194958;0,00 ;0,00;0,00
31;Minas Gerais;2001;Floresta Natural;PFNM;10.2 - Barbatimão (casca);10 - Tanantes;Tanantes;Casca;Barbatimão;2;Toneladas;0,00 ;3,756061826;0,00 ;0,00;0,00
31;Minas Gerais;2002;Floresta Natural;PFNM;10.2 - Barbatimão (casca);10 - Tanantes;Tanantes;Casca;Barbatimão;2;Toneladas;0,00 ;3,463558264;0,00 ;0,00;0,00
32;Espírito Santo;1994;Floresta Natural;PFNM;1.6 - Palmito;1 - Alimentícios;Alimentícios;Palmito;Palmito;1;Toneladas;0,00 ;6,909799807;0,00 ;0,00;0,00
32;Espírito Santo;1995;Floresta Natural;PFNM;1.6 - Palmito;1 - Alimentícios;Alimentícios;Palmito;Palmito;1;Toneladas;0,00 ;5,563116526;0,00 ;0,00;0,00
32;Espírito Santo;2017;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;5;Metros cúbicos;;1,376028681;;0,00;0,00
35;São Paulo;2004;Floresta Natural;PFM;9.1 - Pinheiro brasileiro (nó de pinho);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;22;Metros cúbicos;0,00 ;2,843461732;0,00 ;0,00;0,00
35;São Paulo;2016;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;2;Mil árvores;;1,413199631;;0,00;0,00
35;São Paulo;2017;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;4;Mil árvores;;1,376028681;;0,00;0,00
35;São Paulo;1994;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;118;Metros cúbicos;;6,909799807;;0,00;0,00
35;São Paulo;1995;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;39;Metros cúbicos;;5,563116526;;0,00;0,00
35;São Paulo;1996;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;85;Metros cúbicos;;4,966056206;;0,00;0,00
35;São Paulo;2016;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;6681;Metros cúbicos;;1,413199631;;0,00;0,00
35;São Paulo;2017;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;2000;Metros cúbicos;;1,376028681;;0,00;0,00
41;Paraná;1994;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;143;Mil árvores;;6,909799807;;0,00;0,00
41;Paraná;1995;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;140;Mil árvores;;5,563116526;;0,00;0,00
41;Paraná;1996;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;134;Mil árvores;;4,966056206;;0,00;0,00
41;Paraná;1997;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;124;Mil árvores;;4,710526685;;0,00;0,00
41;Paraná;1998;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;126;Mil árvores;;4,615840291;;0,00;0,00
41;Paraná;1999;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;140;Mil árvores;;4,293959328;;0,00;0,00
41;Paraná;2000;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;141;Mil árvores;;4,026194958;;0,00;0,00
41;Paraná;2001;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;161;Mil árvores;;3,756061826;;0,00;0,00
41;Paraná;2002;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;106;Mil árvores;;3,463558264;;0,00;0,00
41;Paraná;2003;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;81;Mil árvores;;3,03864389;;0,00;0,00
41;Paraná;2004;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;85;Mil árvores;;2,843461732;;0,00;0,00
41;Paraná;2005;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;66;Mil árvores;;2,673339993;;0,00;0,00
41;Paraná;2006;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;41;Mil árvores;;2,58881797;;0,00;0,00
41;Paraná;2007;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;51;Mil árvores;;2,48649349;;0,00;0,00
41;Paraná;2008;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;35;Mil árvores;;2,336720672;;0,00;0,00
41;Paraná;2009;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;50;Mil árvores;;2,243257776;;0,00;0,00
41;Paraná;2010;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;34;Mil árvores;;2,132474426;;0,00;0,00
41;Paraná;2011;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;35;Mil árvores;;1,993523839;;0,00;0,00
41;Paraná;2012;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;37;Mil árvores;;1,890495089;;0,00;0,00
41;Paraná;2013;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;98;Mil árvores;;1,786224503;;0,00;0,00
41;Paraná;2014;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;76;Mil árvores;;1,675833333;;0,00;0,00
41;Paraná;2015;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;42;Mil árvores;;1,524470319;;0,00;0,00
41;Paraná;2016;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;18;Mil árvores;;1,413199631;;0,00;0,00
41;Paraná;2017;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;10;Mil árvores;;1,376028681;;0,00;0,00
41;Paraná;2018;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;10;Mil árvores;;1,316055638;;0,00;0,00
41;Paraná;2019;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;10;Mil árvores;;1,283518088;;0,00;0,00
41;Paraná;2020;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;25;Mil árvores;;1,235121696;;0,00;0,00
41;Paraná;2021;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;19;Mil árvores;;1,116013764;;0,00;0,00
41;Paraná;2022;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;25;Mil árvores;;1,04819185;;0,00;0,00
41;Paraná;2023;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;19;Mil árvores;;1;;0,00;0,00
41;Paraná;1994;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;377851;Metros cúbicos;;6,909799807;;0,00;0,00
41;Paraná;1995;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;395947;Metros cúbicos;;5,563116526;;0,00;0,00
41;Paraná;1996;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;386819;Metros cúbicos;;4,966056206;;0,00;0,00
41;Paraná;1997;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;310395;Metros cúbicos;;4,710526685;;0,00;0,00
41;Paraná;1998;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;316904;Metros cúbicos;;4,615840291;;0,00;0,00
41;Paraná;1999;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;312257;Metros cúbicos;;4,293959328;;0,00;0,00
41;Paraná;2000;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;262317;Metros cúbicos;;4,026194958;;0,00;0,00
41;Paraná;2001;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;297527;Metros cúbicos;;3,756061826;;0,00;0,00
41;Paraná;2002;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;32218;Metros cúbicos;;3,463558264;;0,00;0,00
41;Paraná;2003;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;164696;Metros cúbicos;;3,03864389;;0,00;0,00
41;Paraná;2004;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;127641;Metros cúbicos;;2,843461732;;0,00;0,00
41;Paraná;2005;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;126199;Metros cúbicos;;2,673339993;;0,00;0,00
41;Paraná;2006;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;82087;Metros cúbicos;;2,58881797;;0,00;0,00
41;Paraná;2007;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;106577;Metros cúbicos;;2,48649349;;0,00;0,00
41;Paraná;2008;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;72339;Metros cúbicos;;2,336720672;;0,00;0,00
41;Paraná;2009;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;23802;Metros cúbicos;;2,243257776;;0,00;0,00
41;Paraná;2010;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;64856;Metros cúbicos;;2,132474426;;0,00;0,00
41;Paraná;2011;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;79072;Metros cúbicos;;1,993523839;;0,00;0,00
41;Paraná;2012;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;78733;Metros cúbicos;;1,890495089;;0,00;0,00
41;Paraná;2013;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;175198;Metros cúbicos;;1,786224503;;0,00;0,00
41;Paraná;2014;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;110999;Metros cúbicos;;1,675833333;;0,00;0,00
41;Paraná;2015;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;74518;Metros cúbicos;;1,524470319;;0,00;0,00
41;Paraná;2016;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;33595;Metros cúbicos;;1,413199631;;0,00;0,00
41;Paraná;2017;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;25015;Metros cúbicos;;1,376028681;;0,00;0,00
41;Paraná;2018;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;20594;Metros cúbicos;;1,316055638;;0,00;0,00
41;Paraná;2019;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;19171;Metros cúbicos;;1,283518088;;0,00;0,00
41;Paraná;2020;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;55859;Metros cúbicos;;1,235121696;;0,00;0,00
41;Paraná;2021;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;43640;Metros cúbicos;;1,116013764;;0,00;0,00
41;Paraná;2022;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;58128;Metros cúbicos;;1,04819185;;0,00;0,00
41;Paraná;2023;Floresta Natural;PFM;9.3 - Pinheiro brasileiro (madeira em tora);Madeireiros;Madeira para indústria;Tronco e/ou galhos;Pinheiro brasileiro;45161;Metros cúbicos;;1;;0,00;0,00
42;Santa Catarina;1994;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;55;Mil árvores;;6,909799807;;0,00;0,00
42;Santa Catarina;1995;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;44;Mil árvores;;5,563116526;;0,00;0,00
42;Santa Catarina;1996;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;17;Mil árvores;;4,966056206;;0,00;0,00
42;Santa Catarina;1997;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;12;Mil árvores;;4,710526685;;0,00;0,00
42;Santa Catarina;1998;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;15;Mil árvores;;4,615840291;;0,00;0,00
42;Santa Catarina;1999;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;11;Mil árvores;;4,293959328;;0,00;0,00
42;Santa Catarina;2000;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;11;Mil árvores;;4,026194958;;0,00;0,00
42;Santa Catarina;2001;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;8;Mil árvores;;3,756061826;;0,00;0,00
42;Santa Catarina;2002;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;9;Mil árvores;;3,463558264;;0,00;0,00
42;Santa Catarina;2003;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;8;Mil árvores;;3,03864389;;0,00;0,00
42;Santa Catarina;2004;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;9;Mil árvores;;2,843461732;;0,00;0,00
42;Santa Catarina;2005;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;10;Mil árvores;;2,673339993;;0,00;0,00
42;Santa Catarina;2006;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;8;Mil árvores;;2,58881797;;0,00;0,00
42;Santa Catarina;2007;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;8;Mil árvores;;2,48649349;;0,00;0,00
42;Santa Catarina;2008;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;8;Mil árvores;;2,336720672;;0,00;0,00
42;Santa Catarina;2009;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;5;Mil árvores;;2,243257776;;0,00;0,00
42;Santa Catarina;2010;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;20;Mil árvores;;2,132474426;;0,00;0,00
42;Santa Catarina;2011;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;10;Mil árvores;;1,993523839;;0,00;0,00
42;Santa Catarina;2012;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;8;Mil árvores;;1,890495089;;0,00;0,00
42;Santa Catarina;2013;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;21;Mil árvores;;1,786224503;;0,00;0,00
42;Santa Catarina;2014;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;5;Mil árvores;;1,675833333;;0,00;0,00
42;Santa Catarina;2015;Floresta Natural;PFM;9.2 - Pinheiro brasileiro (árvores abatidas);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;4;Mil árvores;;1,524470319;;0,00;0,00
