Cod_UF;UF;Ano;Tipo de floresta;Tipo de produto florestal;Produto florestal (com código);Grupo;Uso;Parte da planta;Espécie;Quantidade;Unidade de medida PEVS;Valor da produção (mil R$) (nominal) ;Fator de correção IPCA;Valor corrigido (mil R$) (real - IPCA 2023);Preço médio (R$/t) (nominal);Preço médio corrigido (R$/t) (real - IPCA 2023)
11;Rondônia;2023;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;837562;Metros cúbicos;116.158,00 ;1;116.158,00 ;138,69;138,69
51;Mato Grosso;2002;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;2867779;Metros cúbicos;114.682,00 ;3,463558264;397.207,79 ;39,99;138,51
14;Roraima;2013;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;11570;Metros cúbicos;897,00;1,786224503;1.602,24 ;77,53;138,48
32;Espírito Santo;2014;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4973230;Metros cúbicos;410.808,00;1,675833333;688.445,74 ;82,60;138,43
12;Acre;2012;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;647524;Metros cúbicos;47.371,00 ;1,890495089;89.554,64 ;73,16;138,30
50;Mato Grosso do Sul;2016;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;125980;Metros cúbicos;12.315,00;1,413199631;17.403,55 ;97,75;138,15
51;Mato Grosso;2001;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;2725512;Metros cúbicos;100.175,00 ;3,756061826;376.263,49 ;36,75;138,05
12;Acre;1996;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;218401;Metros cúbicos;6.064,00 ;4,966056206;30.114,16 ;27,77;137,88
31;Minas Gerais;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4245027;Metros cúbicos;349.273,00;1,675833333;585.323,34 ;82,28;137,88
41;Paraná;2016;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4872513;Metros cúbicos;475.110,00;1,413199631;671.425,28 ;97,51;137,80
26;Pernambuco;1999;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;157478;Metros cúbicos;5.046,00 ;4,293959328;21.667,32 ;32,04;137,59
52;Goiás;2023;Floresta Plantada;PFM;1.2.3 - Lenha de outras espécies;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos; Não especificada;160;Metros cúbicos;22,00;1;22,00 ;137,50;137,50
17;Tocantins;2015;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;2300;Metros cúbicos;207,00;1,524470319;315,57 ;90,00;137,20
28;Sergipe;2000;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;8188;Metros cúbicos;279,00 ;4,026194958;1.123,31 ;34,07;137,19
41;Paraná;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4798029;Metros cúbicos;499.654,00;1,316055638;657.572,46 ;104,14;137,05
43;Rio Grande do Sul;2023;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;3134103;Metros cúbicos;429.279,00;1;429.279,00 ;136,97;136,97
12;Acre;1999;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;210046;Metros cúbicos;6.695,00 ;4,293959328;28.748,06 ;31,87;136,87
43;Rio Grande do Sul;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3924004;Metros cúbicos;536.652,00;1;536.652,00 ;136,76;136,76
41;Paraná;2014;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3331219;Metros cúbicos;271.785,00;1,675833333;455.466,36 ;81,59;136,73
42;Santa Catarina;2023;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;10236722;Metros cúbicos;1.399.308,00;1;1.399.308,00 ;136,69;136,69
12;Acre;2010;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;121947;Metros cúbicos;7.816,00 ;2,132474426;16.667,42 ;64,09;136,68
26;Pernambuco;2009;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;34832;Metros cúbicos;2.122,00 ;2,243257776;4.760,19 ;60,92;136,66
21;Maranhão;2019;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;2293525;Metros cúbicos;244.031,00;1,283518088;313.218,20 ;106,40;136,57
43;Rio Grande do Sul;1999;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;126573;Metros cúbicos;4.022,00 ;4,293959328;17.270,30 ;31,78;136,45
24;Rio Grande do Norte;1997;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;35111;Metros cúbicos;1.017,00 ;4,710526685;4.790,61 ;28,97;136,44
50;Mato Grosso do Sul;2022;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;884;Toneladas;115,00;1,04819185;120,54 ;130,09;136,36
42;Santa Catarina;2014;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;95733;Metros cúbicos;7.784,00 ;1,675833333;13.044,69 ;81,31;136,26
25;Paraíba;2018;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;1510;Metros cúbicos;156,00 ;1,316055638;205,30 ;103,31;135,96
50;Mato Grosso do Sul;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;428785;Metros cúbicos;44.296,00;1,316055638;58.296,00 ;103,31;135,96
51;Mato Grosso;1998;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;2576870;Metros cúbicos;75.876,00 ;4,615840291;350.231,50 ;29,45;135,91
51;Mato Grosso;1997;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;2997959;Metros cúbicos;86.408,00 ;4,710526685;407.027,19 ;28,82;135,77
42;Santa Catarina;2014;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;6032262;Metros cúbicos;488.444,00;1,675833333;818.550,74 ;80,97;135,70
26;Pernambuco;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;7020;Metros cúbicos;771,00;1,235121696;952,28 ;109,83;135,65
29;Bahia;2016;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;13617123;Metros cúbicos;1.305.736,00;1,413199631;1.845.265,63 ;95,89;135,51
11;Rondônia;2014;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;3757353;Metros cúbicos;303.457,00 ;1,675833333;508.543,36 ;80,76;135,35
21;Maranhão;2014;Floresta Plantada;PFM;1.3.1.1 - Madeira em tora de eucalipto para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos;Eucalipto;2010118;Metros cúbicos;162.156,00;1,675833333;271.746,43 ;80,67;135,19
42;Santa Catarina;2016;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;56165;Metros cúbicos;5.367,00 ;1,413199631;7.584,64 ;95,56;135,04
53;Distrito Federal;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4500;Metros cúbicos;491,00;1,235121696;606,44 ;109,11;134,77
50;Mato Grosso do Sul;2023;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;950;Toneladas;128,00;1;128,00 ;134,74;134,74
41;Paraná;2014;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;578494;Metros cúbicos;46.337,00;1,675833333;77.653,09 ;80,10;134,23
43;Rio Grande do Sul;2022;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3926975;Metros cúbicos;502.375,00;1,04819185;526.585,38 ;127,93;134,09
28;Sergipe;1998;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;11820;Metros cúbicos;343,00 ;4,615840291;1.583,23 ;29,02;133,95
53;Distrito Federal;2021;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5200;Metros cúbicos;624,00;1,116013764;696,39 ;120,00;133,92
50;Mato Grosso do Sul;2013;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;107049;Metros cúbicos;8.025,00;1,786224503;14.334,45 ;74,97;133,91
32;Espírito Santo;2023;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;16900;Metros cúbicos;2.262,00;1;2.262,00 ;133,85;133,85
33;Rio de Janeiro;2020;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;293894;Metros cúbicos;31.804,00;1,235121696;39.281,81 ;108,22;133,66
41;Paraná;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5278881;Metros cúbicos;549.588,00;1,283518088;705.406,14 ;104,11;133,63
42;Santa Catarina;2017;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;7922963;Metros cúbicos;768.757,00;1,376028681;1.057.831,68 ;97,03;133,51
42;Santa Catarina;2005;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;109171;Metros cúbicos;5.443,00 ;2,673339993;14.550,99 ;49,86;133,29
31;Minas Gerais;2000;Floresta Plantada;PFNM;2.1 - Acácia-negra (casca);2 - Outros produtos; Não especificado;Casca;Acácia-negra;695;Toneladas;23,00;4,026194958;92,60 ;33,09;133,24
22;Piauí;2023;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;110366;Metros cúbicos;14.705,00;1;14.705,00 ;133,24;133,24
32;Espírito Santo;2023;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;2671;Metros cúbicos;355,00 ;1;355,00 ;132,91;132,91
32;Espírito Santo;2023;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;19472;Metros cúbicos;2.588,00;1;2.588,00 ;132,91;132,91
16;Amapá;1994;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;330033;Metros cúbicos;6.345,00 ;6,909799807;43.842,68 ;19,23;132,84
28;Sergipe;2023;Floresta Plantada;PFM;1.2.1 - Lenha de eucalipto;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Eucalipto;88646;Metros cúbicos;11.770,00;1;11.770,00 ;132,78;132,78
24;Rio Grande do Norte;2016;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;2956;Metros cúbicos;277,00 ;1,413199631;391,46 ;93,71;132,43
14;Roraima;2014;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;25317;Metros cúbicos;1.999,00;1,675833333;3.349,99 ;78,96;132,32
31;Minas Gerais;2006;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;322880;Metros cúbicos;16.485,00 ;2,58881797;42.676,66 ;51,06;132,18
28;Sergipe;1997;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;14008;Metros cúbicos;393,00 ;4,710526685;1.851,24 ;28,06;132,16
24;Rio Grande do Norte;2015;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;3346;Metros cúbicos;290,00 ;1,524470319;442,10 ;86,67;132,13
32;Espírito Santo;2023;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1615822;Metros cúbicos;213.113,00;1;213.113,00 ;131,89;131,89
43;Rio Grande do Sul;1999;Floresta Natural;PFM;9.1 - Pinheiro brasileiro (nó de pinho);Madeireiros; Não especificado;Tronco e/ou galhos;Pinheiro brasileiro;489;Metros cúbicos;15,00 ;4,293959328;64,41 ;30,67;131,72
42;Santa Catarina;2021;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;9862430;Metros cúbicos;1.163.665,00;1,116013764;1.298.666,16 ;117,99;131,68
50;Mato Grosso do Sul;2018;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;102481;Metros cúbicos;10.233,00;1,316055638;13.467,20 ;99,85;131,41
42;Santa Catarina;2015;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;1990618;Metros cúbicos;171.572,00;1,524470319;261.556,42 ;86,19;131,39
26;Pernambuco;2018;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;6015;Metros cúbicos;600,00;1,316055638;789,63 ;99,75;131,28
41;Paraná;2015;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;680216;Metros cúbicos;58.557,00;1,524470319;89.268,41 ;86,09;131,24
12;Acre;2000;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;206961;Metros cúbicos;6.742,00 ;4,026194958;27.144,61 ;32,58;131,16
53;Distrito Federal;2022;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;5000;Metros cúbicos;625,00;1,04819185;655,12 ;125,00;131,02
12;Acre;2015;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;285313;Metros cúbicos;24.503,00 ;1,524470319;37.354,10 ;85,88;130,92
31;Minas Gerais;2015;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;4131924;Metros cúbicos;354.008,00;1,524470319;539.674,69 ;85,68;130,61
11;Rondônia;2015;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;1869493;Metros cúbicos;159.898,00 ;1,524470319;243.759,75 ;85,53;130,39
41;Paraná;2022;Floresta Plantada;PFM;1.3.1.3 - Madeira em tora de outras espécies para papel e celulose;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;Tronco e/ou galhos; Não especificada;79637;Metros cúbicos;9.901,00;1,04819185;10.378,15 ;124,33;130,32
42;Santa Catarina;2013;Floresta Plantada;PFM;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos; Não especificada;163732;Metros cúbicos;11.945,00;1,786224503;21.336,45 ;72,95;130,31
24;Rio Grande do Norte;2017;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;2773;Metros cúbicos;262,00 ;1,376028681;360,52 ;94,48;130,01
12;Acre;2002;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;287306;Metros cúbicos;10.771,00 ;3,463558264;37.305,99 ;37,49;129,85
11;Rondônia;1995;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;1457132;Metros cúbicos;33.977,00 ;5,563116526;189.018,01 ;23,32;129,72
50;Mato Grosso do Sul;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;451867;Metros cúbicos;45.663,00;1,283518088;58.609,29 ;101,05;129,70
43;Rio Grande do Sul;2001;Floresta Plantada;PFNM;2.1 - Acácia-negra (casca);2 - Outros produtos; Não especificado;Casca;Acácia-negra;212425;Toneladas;7.303,00;3,756061826;27.430,52 ;34,38;129,13
43;Rio Grande do Sul;2019;Floresta Plantada;PFM;1.2.2 - Lenha de pinus;1.2 - Lenha;Madeira para combustível;Tronco e/ou galhos;Pinus;245211;Metros cúbicos;24.616,00;1,283518088;31.595,08 ;100,39;128,85
42;Santa Catarina;2017;Floresta Natural;PFM;7.3 - Madeira em tora;Madeireiros;Madeira para indústria;Tronco e/ou galhos; Não especificada;94269;Metros cúbicos;8.814,00 ;1,376028681;12.128,32 ;93,50;128,66
53;Distrito Federal;2019;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3685;Metros cúbicos;369,00;1,283518088;473,62 ;100,14;128,53
