UF;Ano;Especie;Grupo;Uso;Quantidade;Valor_Corrigido_IPCA_Mil_R$;Preco_Medio_Corrigido_IPCA
Mato Grosso do Sul;2001;Eucalipto;2 - Outros produtos; Não especificado;293;23.680524;80.812152
Mato Grosso do Sul;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;1150322;92922.48123599999;80.78063399999999
Paraná;2014;Pinus;1.2 - Lenha;Madeira para combustível;1328015;107203.03489200001;80.728104
Santa Catarina;2016;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;752372;60672.57024;80.644056
Paraná;2016;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;5635814;454466.005548;80.644056
Minas Gerais;2022;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7930277;636777.64263;80.297358
Minas Gerais;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6078503;488057.71134599997;80.297358
Goiás;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;3084655;247395.802794;80.202804
Pernambuco;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;6524;522.1482;80.03470800000001
Paraná;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;9918530;793652.950968;80.013696
Maranhão;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;195428;15636.500039999999;80.013696
Pará;2021;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;2163972;173073.889884;79.98217799999999
São Paulo;2019;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;790671;63153.971874;79.877118
Tocantins;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;1237845;98842.370598;79.8456
São Paulo;2015;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;6107054;487371.070704;79.80357599999999
São Paulo;1994;Eucalipto;2 - Outros produtos; Não especificado;13492;1067.136444;79.089168
São Paulo;2015;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;15281191;1207060.268808;78.994614
Paraná;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;11177239;882880.493016;78.984108
Mato Grosso do Sul;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;1047591;82704.681828;78.95259
Rio Grande do Sul;2019;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;76220;6014.149194;78.90006
Mato Grosso;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;1377549;108595.121916;78.837024
Minas Gerais;2023;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;97726;7699.8474;78.795
Minas Gerais;2007;Eucalipto;2 - Outros produtos; Não especificado;27505;2160.380298;78.542856
Minas Gerais;2020;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7558208;593639.859546;78.542856
Minas Gerais;2002;Eucalipto;2 - Outros produtos; Não especificado;36905;2896.493694;78.490326
Rio Grande do Sul;2018;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2776837;217407.581454;78.290712
Bahia;2001;Eucalipto;2 - Outros produtos; Não especificado;760;59.190804;77.880978
Tocantins;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;911614;70919.77594200001;77.79692999999999
São Paulo;2021;Eucalipto;2 - Outros produtos; Não especificado;12222;949.710882;77.70237599999999
São Paulo;2021;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;6937674;538016.588472;77.544786
Espírito Santo;2016;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;4181823;324205.189806;77.523774
Mato Grosso do Sul;2020;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;14661653;1136490.9310019999;77.513268
Pará;2021;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;489030;37851.300462;77.397702
Rio de Janeiro;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;376250;29082.257442;77.29264199999999
Rio Grande do Sul;2023;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;12815;988.6146;77.14555800000001
Piauí;2019;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;35;2.700042;77.051004
Paraná;2019;Eucalipto;2 - Outros produtos; Não especificado;35;2.700042;77.051004
Espírito Santo;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;346551;26597.157696;76.74633
Minas Gerais;2018;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7136759;545626.105284;76.452162
Santa Catarina;2015;Pinus;1.2 - Lenha;Madeira para combustível;866952;66276.165966;76.452162
Pernambuco;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;7340;560.5686420000001;76.36811399999999
Paraná;2020;Eucalipto;2 - Outros produtos; Não especificado;34;2.5949820000000003;76.32609000000001
Minas Gerais;2008;Eucalipto;2 - Outros produtos; Não especificado;27957;2130.900462;76.22103
Paraná;2017;Eucalipto;2 - Outros produtos; Não especificado;38;2.88915;76.084452
Bahia;2018;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;30233;2299.34316;76.052934
Mato Grosso do Sul;2003;Eucalipto;2 - Outros produtos; Não especificado;420;31.927734;76.01091
Bahia;2016;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;404645;30697.817592;75.86382599999999
São Paulo;2020;Eucalipto;2 - Outros produtos; Não especificado;8442;639.7208459999999;75.779778
Bahia;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;863040;65341.59423;75.706236
Paraná;2005;Eucalipto;2 - Outros produtos; Não especificado;3800;286.477608;75.391056
São Paulo;2009;Eucalipto;2 - Outros produtos; Não especificado;18451;1390.490112;75.359538
São Paulo;2020;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;5084112;382558.80218400003;75.243972
São Paulo;2014;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1094519;82221.447852;75.11789999999999
Mato Grosso do Sul;2018;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;17511680;1315093.256688;75.096888
Ceará;2013;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;25;1.880574;75.06537
Sergipe;2013;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;10000;750.643194;75.06537
Goiás;2013;Pinus;1.2 - Lenha;Madeira para combustível;40000;3002.572776;75.06537
Rondônia;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;650;48.789863999999994;75.06537
Piauí;2023;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;42;3.1517999999999997;75.044358
São Paulo;2021;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;14188660;1063719.745716;74.970816
Goiás;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;3430840;256436.741094;74.739684
São Paulo;2022;Eucalipto;2 - Outros produtos; Não especificado;10732;800.5992239999999;74.603106
Minas Gerais;2021;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7777862;578661.91761;74.40349199999999
Paraná;2019;Pinus;1.2 - Lenha;Madeira para combustível;1204176;89542.06017;74.361468
Distrito Federal;2016;Pinus;1.2 - Lenha;Madeira para combustível;16976;1260.520386;74.25640800000001
Rio Grande do Sul;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;9524199;706761.1028400001;74.20387799999999
Distrito Federal;2019;Pinus;1.2 - Lenha;Madeira para combustível;10250;760.5293399999999;74.193372
Alagoas;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;17830;1322.8734960000002;74.193372
Goiás;2016;Pinus;1.2 - Lenha;Madeira para combustível;13148;975.450582;74.193372
São Paulo;2014;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;224877;16667.884566;74.11983
Sergipe;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;1270;93.96566399999999;73.993758
Piauí;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;188724;13941.997806;73.87819199999998
São Paulo;2021;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;482308;35604.823494;73.825662
Tocantins;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;29697;2183.892726;73.542
Pará;2020;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;539205;39631.87835399999;73.49997599999999
Santa Catarina;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;6859285;503864.282514;73.457952
São Paulo;1996;Eucalipto;2 - Outros produtos; Não especificado;21807;1596.502266;73.205808
Pará;2014;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;405745;29682.465222;73.153278
Espírito Santo;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;428983;31330.41537;73.037712
Rio Grande do Sul;2022;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;49835;3634.056918;72.922146
Pará;2019;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;738913;53748.43335;72.743544
São Paulo;1995;Eucalipto;2 - Outros produtos; Não especificado;13923;1011.1184519999999;72.617472
São Paulo;1998;Eucalipto;2 - Outros produtos; Não especificado;14047;1013.524326;72.155208
São Paulo;2016;Eucalipto;2 - Outros produtos; Não especificado;12418;893.79795;71.976606
Rondônia;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;690;49.651356;71.95559399999999
São Paulo;2017;Eucalipto;2 - Outros produtos; Não especificado;12329;886.191606;71.882052
Rondônia;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;663;47.53965;71.70345
Alagoas;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;23930;1714.547682;71.65092
São Paulo;2018;Eucalipto;2 - Outros produtos; Não especificado;13947;998.269614;71.577378
Tocantins;2019;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;41600;2973.3660959999997;71.472318
São Paulo;2018;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;444083;31708.263659999997;71.398776
Pará;2020;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;1890315;134747.34000599998;71.28321
Paraná;2015;Eucalipto;2 - Outros produtos; Não especificado;382;27.231552;71.272704
Paraná;2021;Eucalipto;2 - Outros produtos; Não especificado;33;2.342838;71.062584
Rio Grande do Sul;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;9849329;699755.01915;71.041572
Santa Catarina;2005;Eucalipto;2 - Outros produtos; Não especificado;2700;190.988574;70.736898
Pernambuco;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;1062;75.033852;70.66335600000001
Mato Grosso do Sul;2007;Eucalipto;2 - Outros produtos; Não especificado;9728;687.0398700000001;70.621332
Distrito Federal;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;2895;204.23664;70.54779
São Paulo;2013;Pinus;1.2 - Lenha;Madeira para combustível;613485;43216.388975999995;70.44273
Tocantins;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;29330;2064.397482;70.3902
Santa Catarina;2021;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6331723;445121.85358199995;70.29564599999999
Minas Gerais;2021;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;308200;21661.638509999997;70.28514
Rio de Janeiro;2021;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;10060;707.011776;70.274634
Mato Grosso do Sul;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;14602994;1025248.044942;70.211598
Rio de Janeiro;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;329376;23121.352656;70.20109199999999
Santa Catarina;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;6480436;454897.150776;70.190586
Tocantins;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;26470;1856.893476;70.148562
São Paulo;2015;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;279756;19610.089866;70.096032
Maranhão;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;140022;9804.440837999999;70.02249
Pará;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;1739;121.36531199999999;69.791358
Santa Catarina;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;6592274;460013.99301599996;69.780852
Maranhão;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;23628;1648.5174719999998;69.77034599999999
Alagoas;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;25930;1807.1160479999999;69.696804
Rondônia;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;103359;7200.801893999999;69.665286
Santa Catarina;2023;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6527636;454566.2538;69.633768
Santa Catarina;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;6264036;435209.9994;69.47617799999999
Piauí;2018;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;40;2.7630779999999997;69.12948
Paraná;2018;Eucalipto;2 - Outros produtos; Não especificado;40;2.7630779999999997;69.12948
Distrito Federal;2018;Pinus;1.2 - Lenha;Madeira para combustível;11000;760.4557980000001;69.12948
Pará;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;1581;109.230882;69.087456
Piauí;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;84856;5850.980508000001;68.95087799999999
Pernambuco;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;1351;92.50533;68.467602
Rondônia;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;7200;491.6808;68.289
Maranhão;2023;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1400;95.6046;68.289
São Paulo;2000;Eucalipto;2 - Outros produtos; Não especificado;9297;634.4888579999999;68.24697599999999
Espírito Santo;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;301942;20603.095974;68.23647
Mato Grosso do Sul;2006;Eucalipto;2 - Outros produtos; Não especificado;9056;617.395596;68.173434
Alagoas;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;34660;2361.38109;68.13140999999999
Goiás;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;3287605;223390.58035799998;67.952808
Bahia;2022;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;73376;4984.172472;67.92129
Paraná;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;12215860;828507.278352;67.826736
São Paulo;2017;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;5962911;403997.16718199995;67.753194
Distrito Federal;2014;Pinus;1.2 - Lenha;Madeira para combustível;52;3.51951;67.72167599999999
Maranhão;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;20612;1395.1968;67.69015800000001
Rio de Janeiro;2020;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;8690;587.821206;67.648134
Santa Catarina;2016;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6030243;407019.207576;67.50104999999999
Pará;2016;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;4460257;300831.441006;67.44852
Rio Grande do Sul;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;9498824;639243.600444;67.301436
Rio Grande do Sul;2020;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;40033;2693.853966;67.29092999999999
São Paulo;1997;Eucalipto;2 - Outros produtos; Não especificado;19124;1286.711844;67.28042400000001
Minas Gerais;2015;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;31664;2130.14403;67.269918
Goiás;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;3269949;219819.653994;67.227894
Sergipe;2015;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2744;184.180686;67.122834
Alagoas;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;31395;2102.14554;66.95473799999999
Minas Gerais;2023;Eucalipto;2 - Outros produtos; Não especificado;102500;6855.165;66.88119599999999
Minas Gerais;2016;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;34018;2273.088666;66.81816
São Paulo;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;5455859;363698.72515199997;66.66057
São Paulo;2019;Eucalipto;2 - Outros produtos; Não especificado;19785;1318.797168;66.66057
Goiás;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;2819066;187429.267272;66.481968
Piauí;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;223626;14855.368434;66.42943799999999
Minas Gerais;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;6600392;437779.010568;66.324378
Paraíba;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;255;16.8096;65.92515
Pará;2017;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;4474162;294776.433978;65.883126
Rio Grande do Sul;2021;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;38270;2520.8411579999997;65.87262
Sergipe;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;390;25.624134;65.694018
Sergipe;2018;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;316;20.738843999999997;65.630982
Santa Catarina;2022;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6477262;425104.656216;65.630982
Sergipe;2018;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;4488;294.504192;65.620476
Tocantins;2018;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;573931;37638.448902;65.578452
Minas Gerais;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;6063135;397320.961386;65.525922
São Paulo;2004;Eucalipto;2 - Outros produtos; Não especificado;13164;860.357352;65.357826
Alagoas;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;26255;1715.7138479999999;65.34732
Rio Grande do Sul;2021;Eucalipto;1.2 - Lenha;Madeira para combustível;8415168;548851.51032;65.221248
Pernambuco;2021;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;18;1.1766720000000002;65.13719999999999
Distrito Federal;2017;Pinus;1.2 - Lenha;Madeira para combustível;10933;711.266706;65.053152
Rondônia;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;102760;6684.715656;65.053152
Paraná;2016;Eucalipto;2 - Outros produtos; Não especificado;434;28.20861;65.00062199999999
Minas Gerais;2022;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;15165;985.599378;64.990116
São Paulo;2016;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;373216;24252.701771999997;64.97961
Rio Grande do Sul;2018;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;58374;3785.690016;64.853538
Minas Gerais;2020;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;332800;21570.320358;64.811514
Paraná;2022;Eucalipto;2 - Outros produtos; Não especificado;34;2.20626;64.779996
Paraná;2017;Eucalipto;1.2 - Lenha;Madeira para combustível;11165763;721687.23969;64.632912
Paraíba;2021;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;9800;631.967418;64.485828
Santa Catarina;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;6336852;408535.538556;64.464816
Alagoas;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;26359;1696.719;64.370262
Sergipe;2019;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;4687;300.702732;64.160142
Piauí;2021;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;1188;76.210524;64.149636
Rio de Janeiro;2018;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;11319;725.8910579999999;64.128624
São Paulo;2019;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;4745333;304218.890586;64.107612
Espírito Santo;2015;Pinus;1.2 - Lenha;Madeira para combustível;500;32.032793999999996;64.06558799999999
São Paulo;2001;Eucalipto;2 - Outros produtos; Não especificado;15415;986.534412;64.002552
São Paulo;2019;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;650745;41609.559312;63.939516
Pará;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;1476848;94427.549784;63.939516
Distrito Federal;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;4985;318.720522;63.939516
Sergipe;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;46355;2963.47995;63.92901
Distrito Federal;2015;Pinus;1.2 - Lenha;Madeira para combustível;1554;99.302712;63.897492
São Paulo;2017;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;477510;30506.230175999997;63.886986
Minas Gerais;2017;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;38365;2450.387922;63.865973999999994
Minas Gerais;2003;Eucalipto;2 - Outros produtos; Não especificado;19800;1264.18698;63.844962
Sergipe;2020;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;570;36.329747999999995;63.739902
Rondônia;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;95395;6067.05741;63.603324
Santa Catarina;2018;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;196844;12518.497841999999;63.592818
Paraná;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;11532325;733317.8334479999;63.592818
Minas Gerais;2019;Pinus;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;356955;22691.951424;63.571805999999995
Paraná;2020;Pinus;1.2 - Lenha;Madeira para combustível;1005444;63789.64791;63.445734
Rio de Janeiro;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;12120;768.629466;63.414215999999996
Santa Catarina;2020;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6236722;394769.390178;63.29865
Bahia;2017;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;470989;29812.308876;63.29865
Pará;2018;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;2378273;150468.05614200002;63.267132
Rio Grande do Sul;2013;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;1841935;116469.768144;63.235614
Rio de Janeiro;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;390076;24662.540832000002;63.225108
Sergipe;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;49235;3103.913652;63.046505999999994
Santa Catarina;2018;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6106193;384540.696048;62.972964
Sergipe;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;113950;7169.03175;62.909928
São Paulo;2017;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;395571;24869.614092;62.867904
Rio Grande do Sul;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;8497068;530951.902314;62.489687999999994
Rondônia;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;21000;1311.0017159999998;62.426652
Bahia;2014;Eucalipto;1.2 - Lenha;Madeira para combustível;1299191;80967.871932;62.321592
Sergipe;2020;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;2842;176.47978799999999;62.100966
Bahia;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;1406989;87343.7322;62.079954
Rio Grande do Sul;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;8823732;547019.705172;61.995906
Sergipe;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;107221;6645.1080360000005;61.974894
Santa Catarina;2019;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;189966;11768.043756;61.943376
Paraíba;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;160;9.907157999999999;61.943376
Rio de Janeiro;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;398652;24663.675479999998;61.869834
Sergipe;2021;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;3490;215.74070999999998;61.817304
Goiás;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;3355165;207391.93849799997;61.817304
São Paulo;2022;Eucalipto;1.2 - Lenha;Madeira para combustível;4455869;275078.534964;61.733256
Goiás;2018;Eucalipto;1.2 - Lenha;Madeira para combustível;2888121;178198.443528;61.701738
São Paulo;2016;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;7923350;488404.934646;61.638702
Mato Grosso do Sul;2014;Pinus;1.2 - Lenha;Madeira para combustível;30000;1848.6672780000001;61.617689999999996
Rio Grande do Sul;2014;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;2048228;125907.969822;61.470606
Minas Gerais;2022;Pinus;1.2 - Lenha;Madeira para combustível;49340;3032.788032;61.470606
Rio de Janeiro;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;422095;25935.006540000002;61.439088
Santa Catarina;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;6578964;404205.69027;61.439088
Tocantins;2020;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;75000;4602.657587999999;61.365545999999995
Goiás;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;3258408;199668.431586;61.281498
Paraná;2023;Eucalipto;1.2 - Lenha;Madeira para combustível;12152988;739055.076;60.808728
Minas Gerais;2018;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;32061;1946.7723059999998;60.72467999999999
Minas Gerais;2019;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;21450;1301.2626539999999;60.661644
Pará;2018;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;500465;30344.973582000002;60.630126
São Paulo;2018;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;715907;43366.761353999995;60.57759599999999
Paraíba;2022;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;6000;363.40254;60.56709
Piauí;2022;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;9091;550.61946;60.56709
Santa Catarina;2019;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;5999281;363246.567924;60.546078
Piauí;2020;Eucalipto;1.2 - Lenha;Madeira para combustível;168214;10124.022852;60.188874
Tocantins;2016;Eucalipto;1.2 - Lenha;Madeira para combustível;4590;276.16071600000004;60.167862
Distrito Federal;2013;Eucalipto;1.2 - Lenha;Madeira para combustível;32940;1977.943608;60.04179
Paraná;2023;Eucalipto;2 - Outros produtos; Não especificado;35;2.1012;60.031284
Minas Gerais;2015;Eucalipto;1.2 - Lenha;Madeira para combustível;5969756;358154.89806;59.999766
Pará;2016;Eucalipto;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;693604;41604.474408;59.978754
Santa Catarina;2020;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;196670;11796.651593999999;59.978754
Santa Catarina;2023;Eucalipto;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;195381;11692.1274;59.842176
Minas Gerais;2014;Pinus;1.2 - Lenha;Madeira para combustível;50412;3014.202918;59.789646
Paraná;2004;Eucalipto;2 - Outros produtos; Não especificado;1000;59.74762199999999;59.74762199999999
Rio Grande do Sul;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;8612485;514460.634114;59.737116
Santa Catarina;2017;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;7259560;433534.807194;59.716104
Minas Gerais;2020;Pinus;1.3.1 - Madeira em tora para papel e celulose;Madeira para indústria;21500;1283.3499239999999;59.695092
Sergipe;2019;Eucalipto;1.2 - Lenha;Madeira para combustível;137824;8214.841014;59.60053799999999
