Cod_UF;UF;Ano;Tipo_Floresta;Tipo_Produto;Produto_Florestal_Codigo;Grupo;Uso;Parte_Planta;Especie;Quantidade;Unidade_Medida_PEVS;Valor_Producao_Nominal_Mil_R$;Fator_Correcao_IPCA;Valor_Corrigido_IPCA_Mil_R$;Preco_Medio_Nominal;Preco_Medio_Corrigido_IPCA
22;Piauí;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;27630;Toneladas;29.288,00;1.17;34339.71;1.060,01;1242.83
41;Paraná;2014;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;740;Toneladas;521,00;1.76;917.28;704,05;1239.58
41;Paraná;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;81734;Toneladas;96.418,00;1.05;101296.75;1.179,66;1239.35
21;Maranhão;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;211849;Toneladas;237.418,00;1.1;261451.9;1.120,69;1234.13
15;Pará;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;20558;Toneladas;19.541,00;1.29;25356.76;950,53;1233.42
41;Paraná;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;58102;Toneladas;55.011,00;1.29;71383.31;946,80;1228.58
22;Piauí;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;25618;Toneladas;28.580,00;1.1;31473.16;1.115,62;1228.56
21;Maranhão;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;204249;Toneladas;238.695,00;1.05;250772.96;1.168,65;1227.78
41;Paraná;2017;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;908;Toneladas;769,00;1.44;1111.71;846,92;1224.34
43;Rio Grande do Sul;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;19420;Toneladas;16.293,00;1.44;23554.07;838,98;1212.87
41;Paraná;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;60880;Toneladas;66.144,00;1.1;72839.77;1.086,47;1196.44
42;Santa Catarina;2020;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;23;Toneladas;21,00;1.29;27.25;913,04;1184.78
43;Rio Grande do Sul;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;20602;Toneladas;17.532,00;1.38;24240.58;850,99;1176.6
41;Paraná;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;59759;Toneladas;59.781,00;1.17;70092.27;1.000,37;1172.91
42;Santa Catarina;2021;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;28;Toneladas;28,00;1.17;32.83;1.000,00;1172.48
29;Bahia;2013;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;118266;Toneladas;73.620,00;1.87;138155.84;622,50;1168.18
41;Paraná;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;60364;Toneladas;48.694,00;1.44;70394.75;806,67;1166.16
41;Paraná;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;51763;Toneladas;40.497,00;1.48;60126.2;782,35;1161.56
31;Minas Gerais;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;5411451;Toneladas;4.834.789,00;1.29;6273713.36;893,44;1159.33
43;Rio Grande do Sul;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;20985;Toneladas;17.995,00;1.34;24265.61;857,52;1156.33
31;Minas Gerais;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;5967990;Toneladas;6.531.149,00;1.05;6861625.13;1.094,36;1149.73
32;Espírito Santo;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;30278;Toneladas;29.510,00;1.17;34600.0;974,64;1142.74
31;Minas Gerais;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;6103107;Toneladas;5.923.182,00;1.17;6944836.48;970,52;1137.91
43;Rio Grande do Sul;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;21746;Toneladas;18.938,00;1.29;24574.3;870,87;1130.05
50;Mato Grosso do Sul;2023;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1375;Toneladas;1.471,00;1.05;1545.43;1.069,82;1123.95
41;Paraná;2016;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;875;Toneladas;661,00;1.48;981.38;755,43;1121.58
42;Santa Catarina;2023;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;19;Toneladas;20,00;1.05;21.01;1.052,63;1105.89
42;Santa Catarina;2022;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;20;Toneladas;20,00;1.1;22.02;1.000,00;1101.22
31;Minas Gerais;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;6247157;Toneladas;6.075.454,00;1.1;6690474.38;972,52;1070.96
32;Espírito Santo;2013;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;44676;Toneladas;25.449,00;1.87;47757.78;569,63;1068.98
41;Paraná;2022;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;568;Toneladas;546,00;1.1;601.26;961,27;1058.57
32;Espírito Santo;2014;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;40539;Toneladas;24.358,00;1.76;42885.43;600,85;1057.88
50;Mato Grosso do Sul;2022;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;1697;Toneladas;1.629,00;1.1;1793.89;959,93;1057.1
41;Paraná;2021;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;555;Toneladas;486,00;1.17;569.82;875,68;1026.71
29;Bahia;2014;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;115976;Toneladas;67.410,00;1.76;118684.1;581,24;1023.34
32;Espírito Santo;2015;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;30005;Toneladas;18.837,00;1.6;30169.5;627,80;1005.48
21;Maranhão;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;65236;Toneladas;55.390,00;1.17;64943.88;849,07;995.51
41;Paraná;2023;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;2583;Toneladas;2.415,00;1.05;2537.19;934,96;982.26
41;Paraná;2020;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;537;Toneladas;406,00;1.29;526.83;756,05;981.07
32;Espírito Santo;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;27013;Toneladas;20.398,00;1.29;26468.82;755,12;979.85
43;Rio Grande do Sul;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;30695;Toneladas;25.205,00;1.17;29552.46;821,14;962.78
11;Rondônia;2021;Floresta Plantada;PFM;1.3.2.2 - Madeira em tora de pinus para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Pinus;77861;Metros cúbicos;61.860,00;1.17;72529.86;794,49;931.52
50;Mato Grosso do Sul;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;139339;Toneladas;122.508,00;1.05;128706.9;879,21;923.69
32;Espírito Santo;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;22913;Toneladas;15.307,00;1.38;21164.18;668,05;923.67
31;Minas Gerais;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;5094242;Toneladas;3.399.777,00;1.38;4700695.05;667,38;922.74
31;Minas Gerais;2014;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;5199326;Toneladas;2.714.064,00;1.76;4778463.85;522,00;919.05
32;Espírito Santo;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;25452;Toneladas;17.297,00;1.34;23324.38;679,59;916.4
21;Maranhão;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;104409;Toneladas;71.960,00;1.29;93376.65;689,21;894.33
15;Pará;2014;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;155;Toneladas;78,00;1.76;137.33;503,23;885.99
29;Bahia;2015;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;111787;Toneladas;61.788,00;1.6;98960.18;552,73;885.25
50;Mato Grosso do Sul;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;153161;Toneladas;122.801,00;1.1;135232.19;801,78;882.94
50;Mato Grosso do Sul;2013;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;142500;Toneladas;66.975,00;1.87;125685.78;470,00;882.01
31;Minas Gerais;2013;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;4626529;Toneladas;2.151.814,00;1.87;4038110.2;465,10;872.81
31;Minas Gerais;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;5222524;Toneladas;3.342.817,00;1.34;4507668.72;640,08;863.12
31;Minas Gerais;2013;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;4176;Toneladas;1.920,00;1.87;3603.08;459,77;862.8
31;Minas Gerais;2014;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;795;Toneladas;384,00;1.76;676.08;483,02;850.41
50;Mato Grosso do Sul;2013;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;20000;Toneladas;9.000,00;1.87;16889.46;450,00;844.47
29;Bahia;2023;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;144206;Toneladas;115.174,00;1.05;121001.8;798,68;839.09
21;Maranhão;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;132008;Toneladas;81.114,00;1.34;109379.32;614,46;828.57
50;Mato Grosso do Sul;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;174173;Toneladas;121.140,00;1.17;142034.72;695,52;815.47
50;Mato Grosso do Sul;2015;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;69632;Toneladas;34.820,00;1.6;55768.01;500,06;800.89
50;Mato Grosso do Sul;2014;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;136000;Toneladas;61.145,00;1.76;107653.75;449,60;791.57
21;Maranhão;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;380527;Toneladas;217.000,00;1.38;300034.62;570,26;788.47
51;Mato Grosso;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;678;Toneladas;474,00;1.1;521.98;699,12;769.89
31;Minas Gerais;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;3939456;Toneladas;1.993.439,00;1.48;2959673.89;506,02;751.29
50;Mato Grosso do Sul;2014;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;20000;Toneladas;8.400,00;1.76;14789.29;420,00;739.46
50;Mato Grosso do Sul;2021;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;5592;Toneladas;3.517,00;1.17;4123.62;628,93;737.41
31;Minas Gerais;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;4218066;Toneladas;2.147.915,00;1.44;3105145.62;509,22;736.15
31;Minas Gerais;2015;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;4464782;Toneladas;2.030.468,00;1.6;3252014.84;454,77;728.37
29;Bahia;2022;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;157848;Toneladas;103.993,00;1.1;114520.25;658,82;725.51
50;Mato Grosso do Sul;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;167416;Toneladas;89.934,00;1.34;121272.77;537,19;724.37
32;Espírito Santo;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;30750;Toneladas;15.366,00;1.44;22213.94;499,71;722.4
41;Paraná;2019;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;500;Toneladas;266,00;1.34;358.69;532,00;717.38
29;Bahia;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;135041;Toneladas;66.860,00;1.44;96656.54;495,11;715.75
41;Paraná;2018;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;520;Toneladas;269,00;1.38;371.93;517,31;715.25
50;Mato Grosso do Sul;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;183603;Toneladas;100.984,00;1.29;131038.74;550,01;713.7
50;Mato Grosso do Sul;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;64764;Toneladas;31.898,00;1.44;46113.52;492,53;712.02
51;Mato Grosso;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;750;Toneladas;450,00;1.17;527.62;600,00;703.49
21;Maranhão;2017;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;363768;Toneladas;173.613,00;1.44;250984.63;477,26;689.96
50;Mato Grosso do Sul;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;131769;Toneladas;65.754,00;1.38;90914.63;499,01;689.95
50;Mato Grosso do Sul;2020;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;4976;Toneladas;2.633,00;1.29;3416.63;529,14;686.61
29;Bahia;2018;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;157214;Toneladas;77.923,00;1.38;107740.08;495,65;685.3
29;Bahia;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;150977;Toneladas;68.630,00;1.48;101895.47;454,57;674.9
17;Tocantins;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;816;Toneladas;408,00;1.34;550.17;500,00;674.23
50;Mato Grosso do Sul;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;51749;Toneladas;23.307,00;1.48;34604.07;450,39;668.68
32;Espírito Santo;2016;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;32833;Toneladas;14.771,00;1.48;21930.61;449,88;667.93
29;Bahia;2019;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;165795;Toneladas;81.727,00;1.34;110205.92;492,94;664.71
43;Rio Grande do Sul;1996;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;16;Toneladas;2,00;5.21;10.43;125,00;652.17
50;Mato Grosso do Sul;2017;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;6840;Toneladas;3.078,00;1.44;4449.73;450,00;650.54
51;Mato Grosso;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;480;Toneladas;240,00;1.29;311.42;500,00;648.8
17;Tocantins;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;383;Toneladas;191,00;1.29;247.84;498,69;647.11
50;Mato Grosso do Sul;2015;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;12500;Toneladas;5.000,00;1.6;8008.04;400,00;640.64
50;Mato Grosso do Sul;2019;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;2406;Toneladas;1.131,00;1.34;1525.11;470,07;633.87
29;Bahia;2020;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;167317;Toneladas;81.326,00;1.29;105530.15;486,06;630.71
50;Mato Grosso do Sul;2018;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;6284;Toneladas;2.828,00;1.38;3910.13;450,03;622.23
50;Mato Grosso do Sul;1994;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;5430;Toneladas;465,00;7.25;3375.64;85,64;621.66
29;Bahia;2021;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;161606;Toneladas;84.099,00;1.17;98604.73;520,40;610.15
50;Mato Grosso do Sul;2016;Floresta Plantada;PFM;1.1.2 - Carvão vegetal de pinus;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Pinus;9500;Toneladas;3.800,00;1.48;5641.89;400,00;593.88
43;Rio Grande do Sul;1997;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;17;Toneladas;2,00;4.94;9.89;117,65;582.22
21;Maranhão;2013;Floresta Plantada;PFM;1.1.1 - Carvão vegetal de eucalipto;1.1 - Carvão vegetal;Madeira para combustível;Tronco e/ou galhos;Eucalipto;449974;Toneladas;139.265,00;1.87;261345.74;309,50;580.8
31;Minas Gerais;2001;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;19827;Toneladas;2.858,00;3.94;11278.0;144,15;568.81
43;Rio Grande do Sul;2002;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;13;Toneladas;2,00;3.63;7.28;153,85;559.82
43;Rio Grande do Sul;1998;Floresta Plantada;PFNM;2.2 - Eucalipto (folha);2 - Outros produtos; Não especificado;Folha;Eucalipto;18;Toneladas;2,00;4.84;9.69;111,11;538.82
17;Tocantins;2014;Floresta Plantada;PFM;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades;1.3.2 - Madeira em tora para outras finalidades;Madeira para indústria;Tronco e/ou galhos;Eucalipto;3600;Metros cúbicos;1.100,00;1.76;1936.69;305,56;537.97
